"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","Fld","BsR","-1","WAR","-1","ADP","playerid"
"Jake Cave","MIN","11","49","44","10","2","0","1","6","5","3","15","1","0","0","",".237",".300",".395",".695",".301","","-0.2","-0.1","","0.0","","999.0","14477"
"Drew Waters","","3","14","13","3","1","0","0","1","1","1","4","0","0","0","",".236",".300",".381",".681",".297","","0.1","0.0","","0.0","","600.3","sa3004378"
"Max Schrock","CIN","16","70","64","16","3","0","2","8","7","5","13","1","1","0","",".252",".307",".395",".702",".303","","0.0","-0.1","","0.0","","600.5","17750"
"Kyle Garlick","MIN","5","21","19","4","1","0","1","3","3","1","6","0","0","0","",".231",".282",".450",".732",".310","","-0.1","0.0","","0.0","","999.0","18063"
"Ender Inciarte","NYY","6","28","25","6","1","0","0","3","2","2","6","0","1","0","",".231",".300",".328",".629",".278","","0.1","0.0","","0.0","","600.0","4922"
"Yonathan Daza","COL","34","147","136","37","7","1","2","15","13","8","26","1","2","1","",".276",".320",".385",".705",".307","","0.9","-0.2","","0.0","","600.0","15794"
"Jhonny Pereda","SFG","3","13","11","3","0","0","0","1","1","1","2","0","0","0","",".230",".303",".323",".626",".278","","0.0","0.0","","0.0","","999.0","sa735866"
"Zach Reks","","5","21","19","4","1","0","1","3","2","2","6","0","0","0","",".230",".310",".398",".708",".308","","-0.1","0.0","","0.0","","999.0","19667"
"Juan Lagares","","23","98","91","23","5","1","2","11","10","5","24","1","1","1","",".252",".292",".379",".671",".289","","0.2","-0.1","","0.0","","999.0","5384"
"José Rondón","","3","14","13","3","1","0","1","2","2","1","3","0","0","0","",".233",".287",".412",".700",".300","","0.0","0.0","","0.0","","999.0","14140"
"Kyle Stowers","BAL","3","14","12","3","1","0","1","2","2","1","5","0","0","0","",".234",".308",".431",".739",".317","","0.0","0.0","","0.0","","999.0","sa1115829"
"Ryan McKenna","BAL","10","42","37","8","2","0","1","5","4","4","13","0","1","0","",".220",".305",".375",".680",".298","","0.0","0.0","","0.0","","999.0","19928"
"Rafael Marchan","","10","38","35","8","1","0","1","4","3","3","7","0","0","0","",".227",".290",".329",".619",".274","","0.2","0.0","","0.0","","999.0","21646"
"Travis Jankowski","","6","28","24","6","1","0","0","3","2","3","6","0","1","0","",".236",".328",".314",".642",".287","","-0.2","0.0","","0.0","","999.0","13768"
"Anthony Bemboom","BAL","3","13","11","2","0","0","0","1","1","1","3","0","0","0","",".203",".278",".336",".614",".271","","0.1","0.0","","0.0","","999.0","13854"
"Donny Sands","","3","13","12","3","1","0","0","1","1","1","3","0","0","0","",".234",".288",".393",".680",".294","","-0.1","0.0","","0.0","","999.0","sa875201"
"Tim Beckham","MIN","6","28","26","6","1","0","1","3","3","2","7","0","0","0","",".236",".290",".410",".700",".301","","-0.5","0.0","","0.0","","999.0","7949"
"Nick Maton","PHI","11","49","43","9","2","0","1","5","5","4","13","1","1","0","",".217",".295",".348",".643",".283","","0.0","-0.1","","0.0","","999.0","21635"
"Meibrys Viloria","TEX","3","13","11","2","0","0","0","1","1","1","4","0","0","0","",".214",".292",".334",".626",".277","","0.0","0.0","","0.0","","999.0","17109"
"Mark Vientos","","2","7","6","1","0","0","0","1","1","0","2","0","0","0","",".232",".287",".439",".726",".308","","0.0","0.0","","0.0","","999.0","sa3004720"
"Travis Demeritte","","3","14","12","3","1","0","1","2","2","1","5","0","0","0","",".228",".306",".440",".747",".320","","0.0","0.0","","0.0","","999.0","15958"
"Brendan Donovan","","2","7","6","2","0","0","0","1","1","1","1","0","0","0","",".250",".320",".374",".694",".304","","0.0","0.0","","0.0","","600.5","sa3006675"
"Keston Hiura","MIL","53","231","206","47","10","1","9","27","29","18","77","5","3","2","",".227",".303",".417",".720",".311","","-0.6","-0.1","","0.0","","403.9","20003"
"Otto Lopez","","3","14","13","3","1","0","0","2","1","1","3","0","0","0","",".256",".308",".370",".678",".295","","0.0","0.0","","0.0","","999.0","19608"
"Tucupita Marcano","","3","14","12","3","0","0","0","2","1","1","2","0","0","0","",".241",".313",".338",".651",".289","","0.1","0.0","","0.0","","600.6","22871"
"Franchy Cordero","BOS","3","14","13","3","1","0","0","2","2","1","4","0","0","0","",".241",".311",".416",".726",".313","","0.0","0.0","","0.0","","999.0","14567"
"Luis Barrera","","8","35","32","7","1","0","0","4","3","2","8","0","1","0","",".232",".289",".339",".627",".275","","0.1","0.0","","0.0","","999.0","19615"
"Kevin Padlo","","2","7","6","1","0","0","0","1","1","1","2","0","0","0","",".204",".281",".383",".665",".288","","0.0","0.0","","0.0","","600.3","16593"
"Jaylin Davis","","3","14","13","3","1","0","1","2","2","1","4","0","0","0","",".225",".296",".409",".705",".304","","0.0","0.0","","0.0","","999.0","19552"
"Luke Williams","SFG","5","21","19","4","1","0","0","2","2","2","5","0","1","0","",".227",".292",".341",".634",".278","","0.1","0.0","","0.0","","999.0","19931"
"Miles Mastrobuoni","TBR","2","7","6","2","0","0","0","1","1","1","2","0","0","0","",".241",".309",".335",".644",".285","","0.0","0.0","","0.0","","999.0","sa918318"
"Nick Ciuffo","","3","13","12","2","0","0","0","1","1","1","4","0","0","0","",".201",".259",".337",".597",".260","","0.1","0.0","","0.0","","999.0","16291"
"Adam Haseley","","5","21","19","5","1","0","1","2","2","1","5","0","0","0","",".242",".301",".372",".673",".293","","0.0","0.0","","0.0","","600.9","19878"
"Alex De Goti","HOU","3","14","13","3","1","0","0","1","1","1","4","0","0","0","",".216",".282",".330",".612",".270","","0.1","0.0","","0.0","","999.0","19477"
"Tony Wolters","LAD","3","13","11","2","0","0","0","1","1","1","3","0","0","0","",".214",".294",".303",".597",".267","","0.1","0.0","","0.0","","999.0","11470"
"Zach McKinstry","","2","7","6","2","0","0","0","1","1","1","2","0","0","0","",".237",".301",".413",".714",".307","","0.0","0.0","","0.0","","599.4","19392"
"Yolbert Sanchez","CHW","2","7","7","2","0","0","0","1","1","0","1","0","0","0","",".269",".304",".376",".680",".295","","0.0","0.0","","0.0","","999.0","sa3011471"
"Travis Blankenhorn","","2","7","6","1","0","0","0","1","1","0","2","0","0","0","",".231",".288",".405",".693",".298","","0.0","0.0","","0.0","","999.0","18395"
"Ronald Torreyes","PHI","5","21","19","5","1","0","0","2","2","1","3","0","0","0","",".248",".291",".362",".653",".283","","0.1","0.0","","0.0","","600.9","11400"
"Lewis Brinson","","23","98","91","20","4","0","3","10","12","5","28","1","1","0","",".219",".271",".368",".638",".276","","-0.2","0.0","","0.0","","601.0","14352"
"Alejo Lopez","","2","7","6","2","0","0","0","1","1","1","1","0","0","0","",".274",".334",".370",".705",".310","","0.0","0.0","","0.0","","999.0","21127"
"Anthony Alford","PIT","76","329","293","66","14","1","9","38","37","29","113","5","11","5","",".225",".304",".380",".684",".298","","-0.6","-0.2","","0.0","","575.1","14329"
"Stuart Fairchild","","3","14","13","3","1","0","0","2","1","1","4","0","0","0","",".229",".302",".376",".678",".297","","0.0","0.0","","0.0","","999.0","20321"
"Shogo Akiyama","CIN","5","21","19","5","1","0","0","2","2","2","4","0","0","0","",".255",".325",".378",".703",".308","","0.0","-0.1","","0.0","","600.8","27461"
"P.J. Higgins","CHC","2","6","6","1","0","0","0","1","1","1","1","0","0","0","",".226",".296",".336",".632",".279","","0.0","0.0","","0.0","","999.0","18433"
"Khalil Lee","","3","14","12","3","1","0","0","2","1","2","5","0","0","0","",".209",".316",".355",".670",".299","","0.0","0.0","","0.0","","596.7","19952"
"Lucius Fox","WSN","10","42","37","8","2","0","1","5","4","4","11","0","2","1","",".216",".299",".331",".629",".280","","-0.1","0.1","","0.0","","999.0","sa914200"
"Tyler White","","2","7","6","1","0","0","0","1","1","1","1","0","0","0","",".240",".338",".395",".733",".322","","0.0","0.0","","0.0","","999.0","15564"
"Jonah Bride","","5","21","18","4","1","0","1","2","2","2","5","0","0","0","",".223",".307",".358",".664",".293","","0.1","0.0","","0.0","","999.0","sa3007516"
"Chadwick Tromp","","2","6","6","1","0","0","0","1","1","0","2","0","0","0","",".218",".271",".372",".644",".278","","0.0","0.0","","0.0","","999.0","16953"
"Ivan Castillo","KCR","2","7","7","2","0","0","0","1","1","0","1","0","0","0","",".256",".295",".356",".651",".282","","0.0","0.0","","0.0","","999.0","15971"
"Jake Lamb","LAD","36","154","134","28","6","0","5","19","20","16","43","2","0","0","",".208",".302",".381",".682",".299","","-0.8","-0.2","","0.0","","999.0","13329"
"Sebastian Rivero","","3","13","12","3","1","0","0","1","1","1","3","0","0","0","",".220",".273",".334",".608",".265","","0.0","0.0","","0.0","","999.0","21735"
"Micker Adolfo","CHW","3","14","13","3","1","0","1","2","2","1","5","0","0","0","",".217",".279",".419",".698",".298","","-0.1","0.0","","0.0","","999.0","sa830303"
"Cody Thomas","","2","7","6","1","0","0","0","1","1","1","2","0","0","0","",".207",".272",".395",".667",".287","","0.0","0.0","","0.0","","999.0","sa738459"
"Tim Lopes","COL","2","7","6","2","0","0","0","1","1","0","2","0","0","0","",".255",".310",".401",".710",".307","","0.0","0.0","","0.0","","999.0","14137"
"Khris Davis","","26","112","101","23","4","0","5","13","16","9","31","1","0","0","",".225",".295",".432",".727",".311","","0.0","-0.2","","0.0","","999.0","9112"
"Wilmer Difo","ARI","26","112","101","24","4","1","2","12","10","9","25","1","1","1","",".241",".304",".346",".650",".285","","-0.1","0.0","","0.0","","999.0","14320"
"Jonathan Davis","MIL","3","14","12","2","0","0","0","2","1","1","4","0","0","0","",".204",".295",".331",".626",".280","","0.0","0.0","","0.0","","999.0","15104"
"Zack Collins","TOR","10","38","32","7","2","0","1","5","4","5","12","0","0","0","",".205",".318",".376",".694",".306","","-0.5","0.0","","0.0","","599.6","19181"
"Albert Almora Jr.","","3","14","13","3","1","0","0","2","1","1","3","0","0","0","",".245",".291",".388",".679",".292","","0.0","0.0","","0.0","","999.0","14109"
"Andrew Knapp","CIN","5","19","16","3","1","0","0","2","2","2","6","0","0","0","",".211",".312",".335",".648",".289","","-0.3","0.0","","0.0","","600.9","14942"
"Domingo Leyba","SDP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",".000",".000",".000",".000",".000","","0.0","0.0","","0.0","","999.0","16404"
"Andrew Stevenson","","3","14","13","3","1","0","0","2","1","1","4","0","0","0","",".251",".309",".385",".694",".301","","0.0","0.0","","0.0","","597.8","17932"
"Steven Souza Jr.","","2","7","6","1","0","0","0","1","1","1","2","0","0","0","",".198",".286",".361",".647",".283","","0.0","0.0","","0.0","","999.0","5667"
"Seby Zavala","CHW","6","26","23","4","1","0","1","3","3","2","10","0","0","0","",".184",".246",".345",".591",".257","","-0.2","0.0","","0.0","","598.5","18887"
"Harold Castro","DET","42","182","171","46","7","1","2","17","17","7","39","1","1","1","",".269",".298",".358",".656",".285","","-0.6","-0.3","","0.0","","600.3","14691"
"Jordy Mercer","","21","91","84","20","4","0","2","9","8","6","21","1","0","0","",".239",".292",".362",".654",".285","","-1.0","-0.1","","0.0","","999.0","6547"
"Corey Ray","","3","14","13","3","1","0","0","1","1","1","5","0","0","0","",".203",".269",".370",".639",".276","","-0.1","0.0","","0.0","","999.0","19170"
"David Dahl","MIL","5","21","19","5","1","0","1","2","2","1","5","0","0","0","",".241",".289",".402",".692",".297","","-0.1","0.0","","0.0","","599.9","13744"
"Evan White","SEA","13","56","51","11","2","0","2","6","7","4","17","0","0","0","",".214",".271",".385",".656",".283","","0.3","0.0","","0.0","","600.9","20078"
"Trayce Thompson","","3","14","12","2","0","0","1","2","2","1","5","0","0","0","",".193",".272",".373",".646",".281","","-0.1","0.0","","0.0","","999.0","9952"
"Jose Lobaton","","5","19","17","3","1","0","1","2","2","2","6","0","0","0","",".193",".269",".331",".600",".265","","-0.2","0.0","","0.0","","999.0","4243"
"Jake McCarthy","ARI","83","357","321","72","14","5","9","40","35","29","99","4","18","5","",".224",".293",".379",".672",".292","","-0.8","1.3","","0.0","","601.0","21622"
"Buddy Reed","OAK","3","14","13","2","0","0","0","1","1","1","5","0","0","0","",".194",".260",".315",".575",".253","","0.0","0.0","","0.0","","999.0","sa738683"
"Anderson Tejeda","STL","2","7","6","1","0","0","0","1","1","0","3","0","0","0","",".184",".236",".320",".556",".242","","0.0","0.0","","0.0","","999.0","19909"
"Billy Hamilton","","6","28","26","5","1","0","0","3","2","2","8","0","2","0","",".202",".259",".286",".546",".242","","0.2","0.2","","0.0","","600.2","10199"
"Josh Palacios","","6","28","25","6","1","0","1","3","3","2","8","0","1","0","",".223",".297",".343",".640",".282","","0.0","0.0","","0.0","","999.0","19818"
"Phil Gosselin","","6","28","25","6","1","0","0","3","3","2","6","0","0","0","",".244",".304",".360",".664",".291","","-0.1","0.0","","0.0","","597.7","10953"
"Jared Oliva","PIT","3","14","13","3","1","0","0","1","1","1","4","0","0","0","",".224",".290",".339",".629",".276","","0.0","0.0","","0.0","","999.0","19968"
"Alcides Escobar","WSN","102","441","407","100","21","1","7","48","40","23","80","6","4","1","",".245",".293",".352",".645",".282","","-4.3","0.3","","0.0","","590.0","6310"
"Gerardo Parra","","5","21","19","4","1","0","0","2","2","2","5","0","0","0","",".232",".296",".353",".650",".284","","0.0","-0.1","","0.0","","999.0","8553"
"Grayson Greiner","","6","26","23","5","1","0","1","2","2","2","9","0","0","0","",".200",".271",".315",".586",".260","","-0.1","0.0","","0.0","","999.0","17062"
"Dexter Fowler","","11","49","43","9","2","0","1","6","5","5","13","1","1","0","",".215",".309",".359",".668",".295","","-0.5","0.0","","0.0","","999.0","4062"
"Mickey Moniak","PHI","34","147","133","30","6","2","5","17","17","10","40","1","2","1","",".221",".277",".397",".674",".286","","-0.4","0.0","","0.0","","599.7","19956"
"Richie Martin","BAL","28","119","108","24","4","1","2","11","9","8","30","2","3","1","",".220",".283",".331",".614",".271","","-0.7","-0.3","","0.0","","999.0","17736"
"Donovan Casey","","8","35","32","7","1","0","1","4","4","2","12","0","1","0","",".221",".271",".367",".638",".276","","-0.1","0.0","","-0.1","","999.0","sa915654"
"Kurt Suzuki","LAA","42","166","149","35","7","0","4","16","17","9","30","5","0","0","",".232",".297",".366",".663",".290","","-3.2","-0.4","","-0.1","","598.8","8259"
"Guillermo Heredia","ATL","39","168","148","33","9","0","3","19","14","15","40","4","1","0","",".226",".310",".354",".664",".292","","-0.6","-0.1","","-0.1","","999.0","18721"
"Jarrod Dyson","","21","91","82","18","3","1","1","10","7","7","20","0","6","2","",".214",".278",".302",".580",".258","","0.3","0.3","","-0.1","","999.0","4866"
"Ryan Vilade","","16","70","64","16","3","0","1","8","6","5","13","1","1","1","",".258",".309",".381",".690",".299","","0.1","0.0","","-0.1","","600.5","22165"
"Matt Joyce","PHI","26","112","95","20","3","0","3","12","12","14","28","1","0","0","",".215",".319",".343",".663",".293","","-1.1","-0.2","","-0.1","","999.0","3353"
"Albert Pujols","STL","50","217","200","49","7","0","9","23","33","12","34","3","1","0","",".243",".291",".416",".708",".301","","0.0","-0.5","","-0.1","","593.3","1177"
"Greg Bird","","49","210","184","40","8","1","9","25","26","19","55","2","0","1","",".215",".293",".402",".695",".300","","0.2","-0.4","","-0.2","","600.7","14131"
"Drew Butera","","11","45","40","7","1","0","1","4","3","3","14","1","0","0","",".168",".243",".268",".511",".230","","-0.3","-0.1","","-0.2","","999.0","3411"
"Miguel Cabrera","DET","122","525","474","119","17","0","16","53","67","41","119","5","0","0","",".252",".314",".391",".705",".306","","-0.3","-2.6","","-0.2","","555.3","1744"
"Yusniel Diaz","","28","119","108","22","4","1","3","12","12","9","36","1","1","1","",".205",".274",".350",".624",".273","","-0.2","-0.3","","-0.2","","999.0","sa912848"
"Dee Strange-Gordon","WSN","32","140","132","34","5","1","2","14","12","5","21","1","4","2","",".257",".287",".347",".634",".276","","-1.2","0.1","","-0.3","","600.4","8203"
